"";"code";"y"
"637";"ATC-N07CA03";"ATC-N"
"638";"ATC-N02CX01";"ATC-N"
"639";"ATC-A11HA02";"ATC-A"
"640";"ATC-C02AC01";"ATC-C"
"641";"ATC-J01CA08";"ATC-J"
"642";"ATC-N05AN01";"ATC-N"
"643";"ATC-C01EB17";"ATC-C"
"644";"ATC-N06AX21";"ATC-N"
"645";"ATC-H03BB01";"ATC-H"
"646";"ATC-J05AF05";"ATC-J"
"647";"ATC-J05AF06";"ATC-J"
"648";"ATC-J05AJ01";"ATC-J"
"649";"ATC-J05AR20";"ATC-J"
"650";"ATC-J05AJ03";"ATC-J"
"651";"ATC-N03AX17";"ATC-N"
"652";"ATC-N05AG02";"ATC-N"
"653";"ATC-M02AA07";"ATC-M"
"654";"ATC-C10AC01";"ATC-C"
"655";"ATC-M03BX01";"ATC-M"
"656";"ATC-L01EA01";"ATC-L"
"657";"ATC-C03DB01";"ATC-C"
"658";"ATC-H03BB02";"ATC-H"
"659";"ATC-G03FA04";"ATC-G"
"660";"ATC-N06BX03";"ATC-N"
"661";"ATC-B02BX04";"ATC-B"
"662";"ATC-C09CA01";"ATC-C"
"663";"ATC-C09DA01";"ATC-C"
"664";"ATC-N05AH01";"ATC-N"
"665";"ATC-C07AA12";"ATC-C"
"666";"ATC-J05AG01";"ATC-J"
"667";"ATC-J05AR03";"ATC-J"
"668";"ATC-N06AA02";"ATC-N"
"669";"ATC-L02BG04";"ATC-L"
"670";"ATC-N05AD05";"ATC-N"
"671";"ATC-J07BM02";"ATC-J"
"672";"ATC-N01BA02";"ATC-N"
"673";"ATC-A03FA05";"ATC-A"
"674";"ATC-A12CE";"ATC-A"
"675";"ATC-V03AE02";"ATC-V"
"676";"ATC-B01AB01";"ATC-B"
"677";"ATC-N07BB05";"ATC-N"
"678";"ATC-L04AC08";"ATC-L"
"679";"ATC-A10BD08";"ATC-A"
"680";"ATC-R03DX05";"ATC-R"
"681";"ATC-S01ED03";"ATC-S"
"682";"ATC-G03GA05";"ATC-G"
"683";"ATC-C09DA06";"ATC-C"
"684";"ATC-L04AC07";"ATC-L"
"685";"ATC-C09CA07";"ATC-C"
"686";"ATC-J05AF07";"ATC-J"
"687";"ATC-G03BB02";"ATC-G"
"688";"ATC-S01BC11";"ATC-S"
"689";"ATC-R06AX26";"ATC-R"
"690";"ATC-J05AR18";"ATC-J"
"691";"ATC-C09DA07";"ATC-C"
"692";"ATC-J05AR08";"ATC-J"
"693";"ATC-C09BB04";"ATC-C"
"694";"ATC-A16AA06";"ATC-A"
"695";"ATC-J01GB03";"ATC-J"
"696";"ATC-C10AA07";"ATC-C"
"697";"ATC-A02BD08";"ATC-A"
"698";"ATC-V04CM01";"ATC-V"
"699";"ATC-G03DB03";"ATC-G"
"700";"ATC-A02BC04";"ATC-A"
"701";"ATC-N02CC05";"ATC-N"
"702";"ATC-C02CA01";"ATC-C"
"703";"ATC-B05BB02";"ATC-B"
"704";"ATC-R06AX28";"ATC-R"
"705";"ATC-R06AX25";"ATC-R"
"706";"ATC-C07AA07";"ATC-C"
"707";"ATC-A01AA02";"ATC-A"
"708";"ATC-A05BA06";"ATC-A"
"709";"ATC-V08BA01";"ATC-V"
"710";"ATC-A02BA03";"ATC-A"
"711";"ATC-M01AC06";"ATC-M"
"712";"ATC-R01AX03";"ATC-R"
"713";"ATC-J05AX18";"ATC-J"
"714";"ATC-B05XC";"ATC-B"
"715";"ATC-B05BA10";"ATC-B"
"716";"ATC-B05XX";"ATC-B"
"717";"ATC-B01AC30";"ATC-B"
"718";"ATC-P01CB01";"ATC-P"
"719";"ATC-C01DX16";"ATC-C"
"720";"ATC-H01CC02";"ATC-H"
"721";"ATC-B05XA05";"ATC-B"
"722";"ATC-J04AM02";"ATC-J"
"723";"ATC-S01EE03";"ATC-S"
"724";"ATC-A12CC30";"ATC-A"
"725";"ATC-J06BB02";"ATC-J"
"726";"ATC-A10BB09";"ATC-A"
"727";"ATC-C07AB03";"ATC-C"
"728";"ATC-C09BB10";"ATC-C"
"729";"ATC-A06AD10";"ATC-A"
"730";"ATC-C09DA03";"ATC-C"
"731";"ATC-S01LA05";"ATC-S"
"732";"ATC-A10BJ02";"ATC-A"
"733";"ATC-C08DA01";"ATC-C"
"734";"ATC-G04BD08";"ATC-G"
"735";"ATC-N02AB03";"ATC-N"
"736";"ATC-J05AR06";"ATC-J"
"737";"ATC-A07DA05";"ATC-A"
"738";"ATC-V03AC01";"ATC-V"
"739";"ATC-N05CM09";"ATC-N"
"740";"ATC-C01CA17";"ATC-C"
"741";"ATC-C10AA01";"ATC-C"
"742";"ATC-N05CD02";"ATC-N"
"743";"ATC-L04AH01";"ATC-L"
"744";"ATC-R03AL09";"ATC-R"
"745";"ATC-A10BJ06";"ATC-A"
"746";"ATC-C02AB02";"ATC-C"
"747";"ATC-B01AC04";"ATC-B"
"748";"ATC-C10BA05";"ATC-C"
"749";"ATC-V01AA03";"ATC-V"
"750";"ATC-D05AX03";"ATC-D"
"751";"ATC-L01EB02";"ATC-L"
"752";"ATC-B05X";"ATC-B"
"753";"ATC-A02X";"ATC-A"
"754";"ATC-M01AB16";"ATC-M"
"755";"ATC-N05BE01";"ATC-N"
"756";"ATC-N07XX02";"ATC-N"
"757";"ATC-R01AD52";"ATC-R"
"758";"ATC-J01DE01";"ATC-J"
"759";"ATC-N05CD11";"ATC-N"
"760";"ATC-A04AD12";"ATC-A"
"761";"ATC-A12AA03";"ATC-A"
"762";"ATC-N05BA06";"ATC-N"
"763";"ATC-M01AB02";"ATC-M"
"764";"ATC-C08CA03";"ATC-C"
"765";"ATC-L01EJ01";"ATC-L"
"766";"ATC-L01XK01";"ATC-L"
"767";"ATC-C08CA05";"ATC-C"
"768";"ATC-G04CX01";"ATC-G"
"769";"ATC-A02AH";"ATC-A"
"770";"ATC-A10AE56";"ATC-A"
"771";"ATC-A10BD07";"ATC-A"
"772";"ATC-L04AC10";"ATC-L"
"773";"ATC-V08CA08";"ATC-V"
"774";"ATC-A06AH03";"ATC-A"
"775";"ATC-C09BA04";"ATC-C"
"776";"ATC-P01BB51";"ATC-P"
"777";"ATC-S01EA03";"ATC-S"
"778";"ATC-D05AA";"ATC-D"
"779";"ATC-G03GB02";"ATC-G"
"780";"ATC-A07EC01";"ATC-A"
"781";"ATC-A16AX18";"ATC-A"
"782";"ATC-C03EA04";"ATC-C"
"783";"ATC-P01BD01";"ATC-P"
"784";"ATC-S01LA04";"ATC-S"
"785";"ATC-C07BB12";"ATC-C"
"786";"ATC-J01MA07";"ATC-J"
"787";"ATC-A10AD04";"ATC-A"
"788";"ATC-R02AA05";"ATC-R"
"789";"ATC-C02CA06";"ATC-C"
"790";"ATC-C08CA08";"ATC-C"
"791";"ATC-G03AD02";"ATC-G"
"792";"ATC-G03GA07";"ATC-G"
"793";"ATC-R03BB07";"ATC-R"
"794";"ATC-C07AB08";"ATC-C"
"795";"ATC-N07BC02";"ATC-N"
"796";"ATC-C07AG02";"ATC-C"
"797";"ATC-D05AD02";"ATC-D"
"798";"ATC-A11DA01";"ATC-A"
"799";"ATC-G02CB01";"ATC-G"
"800";"ATC-G03GA02";"ATC-G"
"801";"ATC-A10AD05";"ATC-A"
"802";"ATC-G03FB08";"ATC-G"
"803";"ATC-C10AB08";"ATC-C"
"804";"ATC-C01DA02";"ATC-C"
"805";"ATC-N05AH02";"ATC-N"
"806";"ATC-B01AE07";"ATC-B"
"807";"ATC-J05AR21";"ATC-J"
"808";"ATC-D05BB02";"ATC-D"
"809";"ATC-C09BX02";"ATC-C"
"810";"ATC-R03AC18";"ATC-R"
"811";"ATC-D07XC04";"ATC-D"
"812";"ATC-M09AX10";"ATC-M"
"813";"ATC-H01CB02";"ATC-H"
"814";"ATC-S01EC54";"ATC-S"
"815";"ATC-J06BB01";"ATC-J"
"816";"ATC-H03BA02";"ATC-H"
"817";"ATC-N07XX06";"ATC-N"
"818";"ATC-C10BA02";"ATC-C"
"819";"ATC-L01CB01";"ATC-L"
"820";"ATC-P01CX01";"ATC-P"
"821";"ATC-A06AH01";"ATC-A"
"822";"ATC-L03AA13";"ATC-L"
"823";"ATC-H05BX01";"ATC-H"
"824";"ATC-A11JB";"ATC-A"
"825";"ATC-L01ED01";"ATC-L"
"826";"ATC-V03AB";"ATC-V"
"827";"ATC-A12CC08";"ATC-A"
"828";"ATC-L04AA32";"ATC-L"
"829";"ATC-N02AJ08";"ATC-N"
"830";"ATC-R07AX31";"ATC-R"
"831";"ATC-J04AM05";"ATC-J"
"832";"ATC-L01EC01";"ATC-L"
"833";"ATC-L01EC02";"ATC-L"
"834";"ATC-L01EE01";"ATC-L"
"835";"ATC-D10AD02";"ATC-D"
"836";"ATC-M01AE16";"ATC-M"
"837";"ATC-V01AA07";"ATC-V"
"838";"ATC-N05CJ03";"ATC-N"
"839";"ATC-J05AR10";"ATC-J"
"840";"ATC-L04AK01";"ATC-L"
"841";"ATC-G04BD09";"ATC-G"
"842";"ATC-P01BC02";"ATC-P"
"843";"ATC-C08CA11";"ATC-C"
"844";"ATC-V01AA05";"ATC-V"
"845";"ATC-V03AF04";"ATC-V"
"846";"ATC-C03DA04";"ATC-C"
"847";"ATC-N06AA12";"ATC-N"
"848";"ATC-C09BA05";"ATC-C"
"849";"ATC-A07EA04";"ATC-A"
"850";"ATC-M05BX05";"ATC-M"
"851";"ATC-G03DB07";"ATC-G"
"852";"ATC-R03AL04";"ATC-R"
"853";"ATC-G04CB01";"ATC-G"
"854";"ATC-B03XA03";"ATC-B"
"855";"ATC-N03AX23";"ATC-N"
"856";"ATC-M05BX07";"ATC-M"
"857";"ATC-C04AX21";"ATC-C"
"858";"ATC-L04AA18";"ATC-L"
"859";"ATC-H01CC01";"ATC-H"
"860";"ATC-N07AA02";"ATC-N"
"861";"ATC-M03CA01";"ATC-M"
"862";"ATC-N04BC04";"ATC-N"
"863";"ATC-J01EA01";"ATC-J"
"864";"ATC-J05AE10";"ATC-J"
"865";"ATC-J05AE03";"ATC-J"
"866";"ATC-C07AB05";"ATC-C"
"867";"ATC-M05BB03";"ATC-M"
"868";"ATC-S01XA21";"ATC-S"
"869";"ATC-N03AG02";"ATC-N"
"870";"ATC-M01AB55";"ATC-M"
"871";"ATC-C03BA11";"ATC-C"
"872";"ATC-L04AF02";"ATC-L"
"873";"ATC-A10BD20";"ATC-A"
"874";"ATC-M01AB08";"ATC-M"
"875";"ATC-N06AB08";"ATC-N"
"876";"ATC-N05AX13";"ATC-N"
"877";"ATC-P01AA30";"ATC-P"
"878";"ATC-N05AL05";"ATC-N"
"879";"ATC-J07BX05";"ATC-J"
"880";"ATC-H05BA01";"ATC-H"
"881";"ATC-R02AA20";"ATC-R"
"882";"ATC-R03BA07";"ATC-R"
"883";"ATC-L02BB03";"ATC-L"
"884";"ATC-L04AF03";"ATC-L"
"885";"ATC-B01AB04";"ATC-B"
"886";"ATC-N02BA51";"ATC-N"
"887";"ATC-V08CA03";"ATC-V"
"888";"ATC-G02AB01";"ATC-G"
"889";"ATC-N04BC05";"ATC-N"
"890";"ATC-M01AE04";"ATC-M"
"891";"ATC-P01BF01";"ATC-P"
"892";"ATC-L04AX07";"ATC-L"
"893";"ATC-N02AE01";"ATC-N"
"894";"ATC-N06AA16";"ATC-N"
"895";"ATC-J01FA15";"ATC-J"
"896";"ATC-G03FA11";"ATC-G"
"897";"ATC-L04AF01";"ATC-L"
"898";"ATC-J07BK03";"ATC-J"
"899";"ATC-C01EX";"ATC-C"
"900";"ATC-N06AX22";"ATC-N"
"901";"ATC-N07BB03";"ATC-N"
"902";"ATC-G03XC01";"ATC-G"
"903";"ATC-R06AB01";"ATC-R"
"904";"ATC-A04AA02";"ATC-A"
"905";"ATC-G04CX02";"ATC-G"
"906";"ATC-G03GA10";"ATC-G"
"907";"ATC-L01EX02";"ATC-L"
"908";"ATC-H02AA03";"ATC-H"
"909";"ATC-J05AR24";"ATC-J"
"910";"ATC-G01AF04";"ATC-G"
"911";"ATC-J01AA08";"ATC-J"
"912";"ATC-R05CB06";"ATC-R"
"913";"ATC-H02AB17";"ATC-H"
"914";"ATC-A12CC";"ATC-A"
"915";"ATC-C01BB02";"ATC-C"
"916";"ATC-J05AR01";"ATC-J"
"917";"ATC-N03AX25";"ATC-N"
"918";"ATC-L04AB02";"ATC-L"
"919";"ATC-A03AB02";"ATC-A"
"920";"ATC-L03AB07";"ATC-L"
"921";"ATC-L04AE01";"ATC-L"
"922";"ATC-L04AG12";"ATC-L"
"923";"ATC-J05AP55";"ATC-J"
"924";"ATC-N02CA52";"ATC-N"
"925";"ATC-J05AE30";"ATC-J"
"926";"ATC-D11AH04";"ATC-D"
"927";"ATC-L04AC13";"ATC-L"
"928";"ATC-C02AC06";"ATC-C"
"929";"ATC-S01GX10";"ATC-S"
"930";"ATC-N05BA18";"ATC-N"
"931";"ATC-L01BC01";"ATC-L"
"932";"ATC-A10BK03";"ATC-A"
"933";"ATC-A06AD18";"ATC-A"
"934";"ATC-D11AH07";"ATC-D"
"935";"ATC-M01AX25";"ATC-M"
"936";"ATC-N03AB02";"ATC-N"
"937";"ATC-L01EG02";"ATC-L"
"938";"ATC-B02BX01";"ATC-B"
"939";"ATC-N05AF01";"ATC-N"
"940";"ATC-N03AF04";"ATC-N"
"941";"ATC-N02CC07";"ATC-N"
"942";"ATC-G03AA10";"ATC-G"
"943";"ATC-J01CF04";"ATC-J"
"944";"ATC-A10BD15";"ATC-A"
"945";"ATC-H05AA02";"ATC-H"
"946";"ATC-R03AL12";"ATC-R"
"947";"ATC-N07BB04";"ATC-N"
"948";"ATC-R03DX11";"ATC-R"
"949";"ATC-B01AA07";"ATC-B"
"950";"ATC-B01AC24";"ATC-B"
"951";"ATC-D11AH09";"ATC-D"
"952";"ATC-R01BA52";"ATC-R"
"953";"ATC-G03AA09";"ATC-G"
"954";"ATC-N07BA03";"ATC-N"
"955";"ATC-N06AA06";"ATC-N"
"956";"ATC-A10BD10";"ATC-A"
"957";"ATC-A11CC04";"ATC-A"
"958";"ATC-J05AR19";"ATC-J"
"959";"ATC-D05AX04";"ATC-D"
"960";"ATC-L02AE03";"ATC-L"
"961";"ATC-J05AF10";"ATC-J"
"962";"ATC-L01EA03";"ATC-L"
"963";"ATC-B01AC22";"ATC-B"
"964";"ATC-A07EA02";"ATC-A"
"965";"ATC-C09CA08";"ATC-C"
"966";"ATC-D05BA02";"ATC-D"
"967";"ATC-J05AR09";"ATC-J"
"968";"ATC-N02CA01";"ATC-N"
"969";"ATC-J05AG05";"ATC-J"
"970";"ATC-N06BA07";"ATC-N"
"971";"ATC-G03FA14";"ATC-G"
"972";"ATC-N04BC08";"ATC-N"
"973";"ATC-A10BX02";"ATC-A"
"974";"ATC-N05CM11";"ATC-N"
"975";"ATC-J01DC07";"ATC-J"
"976";"ATC-N06BA14";"ATC-N"
"977";"ATC-N04BC09";"ATC-N"
"978";"ATC-B01AB06";"ATC-B"
"979";"ATC-G04BD02";"ATC-G"
"980";"ATC-L04AG05";"ATC-L"
"981";"ATC-L04AC18";"ATC-L"
"982";"ATC-L04AB06";"ATC-L"
"983";"ATC-A12AA01";"ATC-A"
"984";"ATC-A03BB01";"ATC-A"
"985";"ATC-R05FA02";"ATC-R"
"986";"ATC-R06AD02";"ATC-R"
"987";"ATC-J05AG06";"ATC-J"
"988";"ATC-L01AA01";"ATC-L"
"989";"ATC-A10AB01";"ATC-A"
"990";"ATC-N06AA21";"ATC-N"
"991";"ATC-A03CA02";"ATC-A"
"992";"ATC-N04BB01";"ATC-N"
"993";"ATC-N07XX11";"ATC-N"
"994";"ATC-C10AX09";"ATC-C"
"995";"ATC-C09BB02";"ATC-C"
"996";"ATC-C09AA03";"ATC-C"
"997";"ATC-R06AB02";"ATC-R"
"998";"ATC-R03AL08";"ATC-R"
"999";"ATC-S01BC03";"ATC-S"
"1000";"ATC-R03CC12";"ATC-R"
"1001";"ATC-N05BA16";"ATC-N"
"1002";"ATC-J01GB07";"ATC-J"
"1003";"ATC-G01AF08";"ATC-G"
"1004";"ATC-A13A";"ATC-A"
"1005";"ATC-L01EE04";"ATC-L"
"1006";"ATC-C10AA04";"ATC-C"
"1007";"ATC-M04AA03";"ATC-M"
"1008";"ATC-J01DB09";"ATC-J"
"1009";"ATC-J01AA05";"ATC-J"
"1010";"ATC-M05BA04";"ATC-M"
"1011";"ATC-N06AG02";"ATC-N"
"1012";"ATC-N07BB";"ATC-N"
"1013";"ATC-N05CD04";"ATC-N"
"1014";"ATC-A06AD14";"ATC-A"
"1015";"ATC-N06AX17";"ATC-N"
"1016";"ATC-C10AX06";"ATC-C"
"1017";"ATC-J05AX05";"ATC-J"
"1018";"ATC-L01AD02";"ATC-L"
"1019";"ATC-G03AA05";"ATC-G"
"1020";"ATC-A16AX12";"ATC-A"
"1021";"ATC-C09DB05";"ATC-C"
"1022";"ATC-A10BF01";"ATC-A"
"1023";"ATC-N06AX14";"ATC-N"
"1024";"ATC-G04BE01";"ATC-G"
"1025";"ATC-R03AL11";"ATC-R"
"1026";"ATC-J05AP57";"ATC-J"
"1027";"ATC-M05BA03";"ATC-M"
"1028";"ATC-C10AB02";"ATC-C"
"1029";"ATC-C08GA02";"ATC-C"
"1030";"ATC-C01DX08";"ATC-C"
"1031";"ATC-C10AB04";"ATC-C"
"1032";"ATC-L01EA02";"ATC-L"
"1033";"ATC-L02BG03";"ATC-L"
"1034";"ATC-J01EC02";"ATC-J"
"1035";"ATC-M05BA07";"ATC-M"
"1036";"ATC-C09BA06";"ATC-C"
"1037";"ATC-C07FB02";"ATC-C"
"1038";"ATC-A07BC04";"ATC-A"
"1039";"ATC-J01FA03";"ATC-J"
"1040";"ATC-S01ED02";"ATC-S"
"1041";"ATC-L04AB05";"ATC-L"
"1042";"ATC-L03AB13";"ATC-L"
"1043";"ATC-M05BX04";"ATC-M"
"1044";"ATC-L01EE02";"ATC-L"
"1045";"ATC-H03AA02";"ATC-H"
"1046";"ATC-M09A";"ATC-M"
"1047";"ATC-L04AF07";"ATC-L"
"1048";"ATC-J01CR01";"ATC-J"
"1049";"ATC-G03AC06";"ATC-G"
"1050";"ATC-J05AP01";"ATC-J"
"1051";"ATC-J05AP08";"ATC-J"
"1052";"ATC-J07BK02";"ATC-J"
"1053";"ATC-A06AC51";"ATC-A"
"1054";"ATC-G03AA06";"ATC-G"
"1055";"ATC-L04AA40";"ATC-L"
"1056";"ATC-V08AB03";"ATC-V"
"1057";"ATC-J05AE08";"ATC-J"
"1058";"ATC-J05AR13";"ATC-J"
"1059";"ATC-L01XX52";"ATC-L"
"1060";"ATC-L01EX07";"ATC-L"
"1061";"ATC-N03AX26";"ATC-N"
"1062";"ATC-N03AG06";"ATC-N"
"1063";"ATC-L04AC21";"ATC-L"
"1064";"ATC-H03BA03";"ATC-H"
"1065";"ATC-N04AA02";"ATC-N"
"1066";"ATC-G03GA04";"ATC-G"
"1067";"ATC-C08CA06";"ATC-C"
"1068";"ATC-A12BA03";"ATC-A"
"1069";"ATC-L04AC16";"ATC-L"
"1070";"ATC-N07AA30";"ATC-N"
"1071";"ATC-A16AA07";"ATC-A"
"1072";"ATC-J05AR02";"ATC-J"
"1073";"ATC-C10BX03";"ATC-C"
"1074";"ATC-N06BX13";"ATC-N"
"1075";"ATC-M02AX10";"ATC-M"
"1076";"ATC-L02BG06";"ATC-L"
"1077";"ATC-A03BA01";"ATC-A"
"1078";"ATC-N07BC51";"ATC-N"
"1079";"ATC-M01AX05";"ATC-M"
"1080";"ATC-J05AR25";"ATC-J"
"1081";"ATC-J01DF01";"ATC-J"
"1082";"ATC-L03AB11";"ATC-L"
"1083";"ATC-M01AX26";"ATC-M"
"1084";"ATC-L04AC17";"ATC-L"
"1085";"ATC-L03AB10";"ATC-L"
"1086";"ATC-C08CA09";"ATC-C"
"1087";"ATC-G03FB05";"ATC-G"
"1088";"ATC-J05AJ04";"ATC-J"
"1089";"ATC-C10BA06";"ATC-C"
"1090";"ATC-A10BB01";"ATC-A"
"1091";"ATC-C08CA02";"ATC-C"
"1092";"ATC-C09DA08";"ATC-C"
"1093";"ATC-P01AX06";"ATC-P"
"1094";"ATC-V03AE05";"ATC-V"
"1095";"ATC-B05XA01";"ATC-B"
"1096";"ATC-M09AA72";"ATC-M"
"1097";"ATC-L04AF04";"ATC-L"
"1098";"ATC-A07BC54";"ATC-A"
"1099";"ATC-L04AE04";"ATC-L"
"1100";"ATC-C07BB03";"ATC-C"
"1101";"ATC-A10BF02";"ATC-A"
"1102";"ATC-R05DA01";"ATC-R"
"1103";"ATC-C09DB02";"ATC-C"
"1104";"ATC-J05AB09";"ATC-J"
"1105";"ATC-G03GA30";"ATC-G"
"1106";"ATC-A10BH02";"ATC-A"
"1107";"ATC-L04AF08";"ATC-L"
"1108";"ATC-R01BA02";"ATC-R"
"1109";"ATC-G03FB06";"ATC-G"
"1110";"ATC-J01DH02";"ATC-J"
"1111";"ATC-C02AC05";"ATC-C"
"1112";"ATC-D05AX05";"ATC-D"
"1113";"ATC-V08CA01";"ATC-V"
"1114";"ATC-L01XD03";"ATC-L"
"1115";"ATC-J05AG04";"ATC-J"
"1116";"ATC-M05BA08";"ATC-M"
"1117";"ATC-J05AH01";"ATC-J"
"1118";"ATC-R03BC01";"ATC-R"
"1119";"ATC-H01CB03";"ATC-H"
"1120";"ATC-L01CA04";"ATC-L"
"1121";"ATC-C01DX12";"ATC-C"
"1122";"ATC-J05AG03";"ATC-J"
"1123";"ATC-C05B";"ATC-C"
"1124";"ATC-G01AF07";"ATC-G"
"1125";"ATC-S01GA51";"ATC-S"
"1126";"ATC-V03AB15";"ATC-V"
"1127";"ATC-G04BX16";"ATC-G"
"1128";"ATC-C09BA03";"ATC-C"
"1129";"ATC-A07EC";"ATC-A"
"1130";"ATC-C05CX02";"ATC-C"
"1131";"ATC-V03AE03";"ATC-V"
"1132";"ATC-C01BA03";"ATC-C"
"1133";"ATC-L01XB01";"ATC-L"
"1134";"ATC-G02CB04";"ATC-G"
"1135";"ATC-J01FF02";"ATC-J"
"1136";"ATC-L04AJ05";"ATC-L"
"1137";"ATC-A10AD01";"ATC-A"
"1138";"ATC-C02DC01";"ATC-C"
"1139";"ATC-G03XA01";"ATC-G"
"1140";"ATC-L04AG04";"ATC-L"
"1141";"ATC-J01CR03";"ATC-J"
"1142";"ATC-L04AA24";"ATC-L"
"1143";"ATC-S02DC";"ATC-S"
"1144";"ATC-N03AA03";"ATC-N"
"1145";"ATC-L01EA06";"ATC-L"
"1146";"ATC-L01ED03";"ATC-L"
"1147";"ATC-L01EX05";"ATC-L"
"1148";"ATC-L01EX03";"ATC-L"
"1149";"ATC-J05AB04";"ATC-J"
"1150";"ATC-C09BA15";"ATC-C"
"1151";"ATC-G03FA12";"ATC-G"
"1152";"ATC-D11AF";"ATC-D"
"1153";"ATC-L04AC14";"ATC-L"
"1154";"ATC-H02CA03";"ATC-H"
"1155";"ATC-C09AA10";"ATC-C"
"1156";"ATC-A02BA04";"ATC-A"
"1157";"ATC-A11HA05";"ATC-A"
"1158";"ATC-A02BB01";"ATC-A"
"1159";"ATC-A12AA";"ATC-A"
"1160";"ATC-A07EB01";"ATC-A"
"1161";"ATC-R03DX10";"ATC-R"
"1162";"ATC-C03EB01";"ATC-C"
"1163";"ATC-N05AB02";"ATC-N"
"1164";"ATC-C09DB04";"ATC-C"
"1165";"ATC-A16AX08";"ATC-A"
"1166";"ATC-D11AH08";"ATC-D"
"1167";"ATC-C01DA08";"ATC-C"
"1168";"ATC-C07AA03";"ATC-C"
"1169";"ATC-L01BC59";"ATC-L"
"1170";"ATC-C07FB03";"ATC-C"
"1171";"ATC-N02BG04";"ATC-N"
"1172";"ATC-J01MB04";"ATC-J"
"1173";"ATC-C05CA04";"ATC-C"
"1174";"ATC-A10BJ01";"ATC-A"
"1175";"ATC-A04AA55";"ATC-A"
"1176";"ATC-L01EA05";"ATC-L"
"1177";"ATC-L01EA04";"ATC-L"
"1178";"ATC-J01MB07";"ATC-J"
"1179";"ATC-M09AX01";"ATC-M"
"1180";"ATC-N06AA17";"ATC-N"
"1181";"ATC-G03DA03";"ATC-G"
"1182";"ATC-J01MA04";"ATC-J"
"1183";"ATC-N07BB01";"ATC-N"
"1184";"ATC-G02CB02";"ATC-G"
"1185";"ATC-C02CA02";"ATC-C"
"1186";"ATC-H01CB05";"ATC-H"
"1187";"ATC-J05AP51";"ATC-J"
"1188";"ATC-G03GA09";"ATC-G"
"1189";"ATC-J04AB04";"ATC-J"
"1190";"ATC-L01EB04";"ATC-L"
"1191";"ATC-B03AC";"ATC-B"
"1192";"ATC-A07AA11";"ATC-A"
"1193";"ATC-A06AH05";"ATC-A"
"1194";"ATC-H01CA02";"ATC-H"
"1195";"ATC-A16AX";"ATC-A"
"1196";"ATC-V03AB14";"ATC-V"
"1197";"ATC-C09AA15";"ATC-C"
"1198";"ATC-H01CA01";"ATC-H"
"1199";"ATC-B06AC05";"ATC-B"
"1200";"ATC-R03DA08";"ATC-R"
"1201";"ATC-S01XA10";"ATC-S"
"1202";"ATC-C09BB07";"ATC-C"
"1203";"ATC-G03FA15";"ATC-G"
"1204";"ATC-M01AX21";"ATC-M"
"1205";"ATC-M05BA02";"ATC-M"
"1206";"ATC-A05AX02";"ATC-A"
"1207";"ATC-J01BA02";"ATC-J"
"1208";"ATC-N06AX01";"ATC-N"
"1209";"ATC-A10BH03";"ATC-A"
"1210";"ATC-N07XX07";"ATC-N"
"1211";"ATC-C01BC03";"ATC-C"
"1212";"ATC-G03XB02";"ATC-G"
"1213";"ATC-A16AX14";"ATC-A"
"1214";"ATC-A12AA20";"ATC-A"
"1215";"ATC-D06BX02";"ATC-D"
"1216";"ATC-G01AC03";"ATC-G"
"1217";"ATC-N07XX05";"ATC-N"
"1218";"ATC-G03FA01";"ATC-G"
"1219";"ATC-C05CA54";"ATC-C"
"1220";"ATC-L01EX04";"ATC-L"
"1221";"ATC-A06AB56";"ATC-A"
"1222";"ATC-L04AX09";"ATC-L"
"1223";"ATC-C01DA14";"ATC-C"
"1224";"ATC-L01EX01";"ATC-L"
"1225";"ATC-L01BC06";"ATC-L"
"1226";"ATC-C09BA01";"ATC-C"
"1227";"ATC-H01BB02";"ATC-H"
"1228";"ATC-J05AP54";"ATC-J"
"1229";"ATC-N06DA02";"ATC-N"
"1230";"ATC-J05AF02";"ATC-J"
"1231";"ATC-N05AC04";"ATC-N"
"1232";"ATC-L01DC01";"ATC-L"
"1233";"ATC-G02CX";"ATC-G"
"1234";"ATC-C09BA09";"ATC-C"
"1235";"ATC-N03AX21";"ATC-N"
"1236";"ATC-C09AA07";"ATC-C"
"1237";"ATC-N05CD03";"ATC-N"
"1238";"ATC-J01XX04";"ATC-J"
"1239";"ATC-A10BB07";"ATC-A"
"1240";"ATC-G04CA52";"ATC-G"
"1241";"ATC-L01EX10";"ATC-L"
"1242";"ATC-C09XA02";"ATC-C"
"1243";"ATC-L01EF03";"ATC-L"
"1244";"ATC-C01EB15";"ATC-C"
"1245";"ATC-B03BA03";"ATC-B"
"1246";"ATC-N06DX02";"ATC-N"
"1247";"ATC-G04CA03";"ATC-G"
"1248";"ATC-L02AB02";"ATC-L"
"1249";"ATC-C01BG07";"ATC-C"
"1250";"ATC-A07EC03";"ATC-A"
"1251";"ATC-B02BX09";"ATC-B"
"1252";"ATC-L01BC07";"ATC-L"
"1253";"ATC-H01AX01";"ATC-H"
"1254";"ATC-L04AC12";"ATC-L"
"1255";"ATC-C05AX";"ATC-C"
"1256";"ATC-N05CF04";"ATC-N"
"1257";"ATC-N07AA01";"ATC-N"
"1258";"ATC-A04AD14";"ATC-A"
"1259";"ATC-G03HB01";"ATC-G"
"1260";"ATC-L01ED05";"ATC-L"
