code,y
ATC-P01AA30,ATC-P
ATC-N05AL05,ATC-N
ATC-J07BX05,ATC-J
ATC-H05BA01,ATC-H
ATC-R02AA20,ATC-R
ATC-R03BA07,ATC-R
ATC-L02BB03,ATC-L
ATC-L04AF03,ATC-L
ATC-B01AB04,ATC-B
ATC-N02BA51,ATC-N
ATC-V08CA03,ATC-V
ATC-G02AB01,ATC-G
ATC-N04BC05,ATC-N
ATC-M01AE04,ATC-M
ATC-P01BF01,ATC-P
ATC-L04AX07,ATC-L
ATC-N02AE01,ATC-N
ATC-N06AA16,ATC-N
ATC-J01FA15,ATC-J
ATC-G03FA11,ATC-G
ATC-L04AF01,ATC-L
ATC-J07BK03,ATC-J
ATC-C01EX,ATC-C
ATC-N06AX22,ATC-N
ATC-N07BB03,ATC-N
ATC-G03XC01,ATC-G
ATC-R06AB01,ATC-R
ATC-A04AA02,ATC-A
ATC-G04CX02,ATC-G
ATC-G03GA10,ATC-G
ATC-L01EX02,ATC-L
ATC-H02AA03,ATC-H
ATC-J05AR24,ATC-J
ATC-G01AF04,ATC-G
ATC-J01AA08,ATC-J
ATC-R05CB06,ATC-R
ATC-H02AB17,ATC-H
ATC-A12CC,ATC-A
ATC-C01BB02,ATC-C
ATC-J05AR01,ATC-J
ATC-N03AX25,ATC-N
ATC-L04AB02,ATC-L
ATC-A03AB02,ATC-A
ATC-L03AB07,ATC-L
ATC-L04AE01,ATC-L
ATC-L04AG12,ATC-L
ATC-J05AP55,ATC-J
ATC-N02CA52,ATC-N
ATC-J05AE30,ATC-J
ATC-D11AH04,ATC-D
ATC-L04AC13,ATC-L
ATC-C02AC06,ATC-C
ATC-S01GX10,ATC-S
ATC-N05BA18,ATC-N
ATC-L01BC01,ATC-L
ATC-A10BK03,ATC-A
ATC-A06AD18,ATC-A
ATC-D11AH07,ATC-D
ATC-M01AX25,ATC-M
ATC-N03AB02,ATC-N
ATC-L01EG02,ATC-L
ATC-B02BX01,ATC-B
ATC-N05AF01,ATC-N
ATC-N03AF04,ATC-N
ATC-N02CC07,ATC-N
ATC-G03AA10,ATC-G
ATC-J01CF04,ATC-J
ATC-A10BD15,ATC-A
ATC-H05AA02,ATC-H
ATC-R03AL12,ATC-R
ATC-N07BB04,ATC-N
ATC-R03DX11,ATC-R
ATC-B01AA07,ATC-B
ATC-B01AC24,ATC-B
ATC-D11AH09,ATC-D
ATC-R01BA52,ATC-R
ATC-G03AA09,ATC-G
ATC-N07BA03,ATC-N
ATC-N06AA06,ATC-N
ATC-A10BD10,ATC-A
ATC-A11CC04,ATC-A
ATC-J05AR19,ATC-J
ATC-D05AX04,ATC-D
ATC-L02AE03,ATC-L
ATC-J05AF10,ATC-J
ATC-L01EA03,ATC-L
ATC-B01AC22,ATC-B
ATC-A07EA02,ATC-A
ATC-C09CA08,ATC-C
ATC-D05BA02,ATC-D
ATC-J05AR09,ATC-J
ATC-N02CA01,ATC-N
ATC-J05AG05,ATC-J
ATC-N06BA07,ATC-N
ATC-G03FA14,ATC-G
ATC-N04BC08,ATC-N
ATC-A10BX02,ATC-A
ATC-N05CM11,ATC-N
ATC-J01DC07,ATC-J
ATC-N06BA14,ATC-N
ATC-N04BC09,ATC-N
ATC-B01AB06,ATC-B
ATC-G04BD02,ATC-G
ATC-L04AG05,ATC-L
ATC-L04AC18,ATC-L
ATC-L04AB06,ATC-L
ATC-A12AA01,ATC-A
ATC-A03BB01,ATC-A
ATC-R05FA02,ATC-R
ATC-R06AD02,ATC-R
ATC-J05AG06,ATC-J
ATC-L01AA01,ATC-L
ATC-A10AB01,ATC-A
ATC-N06AA21,ATC-N
ATC-A03CA02,ATC-A
ATC-N04BB01,ATC-N
ATC-N07XX11,ATC-N
ATC-C10AX09,ATC-C
ATC-C09BB02,ATC-C
ATC-C09AA03,ATC-C
ATC-R06AB02,ATC-R
ATC-R03AL08,ATC-R
ATC-S01BC03,ATC-S
ATC-R03CC12,ATC-R
ATC-N05BA16,ATC-N
ATC-J01GB07,ATC-J
ATC-G01AF08,ATC-G
ATC-A13A,ATC-A
ATC-L01EE04,ATC-L
ATC-C10AA04,ATC-C
ATC-M04AA03,ATC-M
ATC-J01DB09,ATC-J
ATC-J01AA05,ATC-J
ATC-M05BA04,ATC-M
ATC-N06AG02,ATC-N
ATC-N07BB,ATC-N
ATC-N05CD04,ATC-N
ATC-A06AD14,ATC-A
ATC-N06AX17,ATC-N
ATC-C10AX06,ATC-C
ATC-J05AX05,ATC-J
ATC-L01AD02,ATC-L
ATC-G03AA05,ATC-G
ATC-A16AX12,ATC-A
ATC-C09DB05,ATC-C
ATC-A10BF01,ATC-A
ATC-N06AX14,ATC-N
ATC-G04BE01,ATC-G
ATC-R03AL11,ATC-R
ATC-J05AP57,ATC-J
ATC-M05BA03,ATC-M
ATC-C10AB02,ATC-C
ATC-C08GA02,ATC-C
ATC-C01DX08,ATC-C
ATC-C10AB04,ATC-C
ATC-L01EA02,ATC-L
ATC-L02BG03,ATC-L
ATC-J01EC02,ATC-J
ATC-M05BA07,ATC-M
ATC-C09BA06,ATC-C
ATC-C07FB02,ATC-C
ATC-A07BC04,ATC-A
ATC-J01FA03,ATC-J
ATC-S01ED02,ATC-S
ATC-L04AB05,ATC-L
ATC-L03AB13,ATC-L
ATC-M05BX04,ATC-M
ATC-L01EE02,ATC-L
ATC-H03AA02,ATC-H
ATC-M09A,ATC-M
ATC-L04AF07,ATC-L
ATC-J01CR01,ATC-J
ATC-G03AC06,ATC-G
ATC-J05AP01,ATC-J
ATC-J05AP08,ATC-J
ATC-J07BK02,ATC-J
ATC-A06AC51,ATC-A
ATC-G03AA06,ATC-G
ATC-L04AA40,ATC-L
ATC-V08AB03,ATC-V
ATC-J05AE08,ATC-J
ATC-J05AR13,ATC-J
ATC-L01XX52,ATC-L
ATC-L01EX07,ATC-L
ATC-N03AX26,ATC-N
ATC-N03AG06,ATC-N
ATC-L04AC21,ATC-L
ATC-H03BA03,ATC-H
ATC-N04AA02,ATC-N
ATC-G03GA04,ATC-G
ATC-C08CA06,ATC-C
ATC-A12BA03,ATC-A
ATC-L04AC16,ATC-L
ATC-N07AA30,ATC-N
ATC-A16AA07,ATC-A
ATC-J05AR02,ATC-J
ATC-C10BX03,ATC-C
ATC-N06BX13,ATC-N
ATC-M02AX10,ATC-M
ATC-L02BG06,ATC-L
ATC-A03BA01,ATC-A
ATC-N07BC51,ATC-N
ATC-M01AX05,ATC-M
ATC-J05AR25,ATC-J
ATC-J01DF01,ATC-J
ATC-L03AB11,ATC-L
ATC-M01AX26,ATC-M
ATC-L04AC17,ATC-L
ATC-L03AB10,ATC-L
ATC-C08CA09,ATC-C
ATC-G03FB05,ATC-G
ATC-J05AJ04,ATC-J
ATC-C10BA06,ATC-C
ATC-A10BB01,ATC-A
ATC-C08CA02,ATC-C
ATC-C09DA08,ATC-C
ATC-P01AX06,ATC-P
ATC-V03AE05,ATC-V
ATC-B05XA01,ATC-B
ATC-M09AA72,ATC-M
ATC-L04AF04,ATC-L
ATC-A07BC54,ATC-A
ATC-L04AE04,ATC-L
ATC-C07BB03,ATC-C
ATC-A10BF02,ATC-A
ATC-R05DA01,ATC-R
ATC-C09DB02,ATC-C
ATC-J05AB09,ATC-J
ATC-G03GA30,ATC-G
ATC-A10BH02,ATC-A
ATC-L04AF08,ATC-L
ATC-R01BA02,ATC-R
ATC-G03FB06,ATC-G
ATC-J01DH02,ATC-J
ATC-C02AC05,ATC-C
ATC-D05AX05,ATC-D
ATC-V08CA01,ATC-V
ATC-L01XD03,ATC-L
ATC-J05AG04,ATC-J
ATC-M05BA08,ATC-M
ATC-J05AH01,ATC-J
ATC-R03BC01,ATC-R
ATC-H01CB03,ATC-H
ATC-L01CA04,ATC-L
ATC-C01DX12,ATC-C
ATC-J05AG03,ATC-J
ATC-C05B,ATC-C
ATC-G01AF07,ATC-G
ATC-S01GA51,ATC-S
ATC-V03AB15,ATC-V
ATC-G04BX16,ATC-G
ATC-C09BA03,ATC-C
ATC-A07EC,ATC-A
ATC-C05CX02,ATC-C
ATC-V03AE03,ATC-V
ATC-C01BA03,ATC-C
ATC-L01XB01,ATC-L
ATC-G02CB04,ATC-G
ATC-J01FF02,ATC-J
ATC-L04AJ05,ATC-L
ATC-A10AD01,ATC-A
ATC-C02DC01,ATC-C
ATC-G03XA01,ATC-G
ATC-L04AG04,ATC-L
ATC-J01CR03,ATC-J
ATC-L04AA24,ATC-L
ATC-S02DC,ATC-S
ATC-N03AA03,ATC-N
ATC-L01EA06,ATC-L
ATC-L01ED03,ATC-L
ATC-L01EX05,ATC-L
ATC-L01EX03,ATC-L
ATC-J05AB04,ATC-J
ATC-C09BA15,ATC-C
ATC-G03FA12,ATC-G
ATC-D11AF,ATC-D
ATC-L04AC14,ATC-L
ATC-H02CA03,ATC-H
ATC-C09AA10,ATC-C
ATC-A02BA04,ATC-A
ATC-A11HA05,ATC-A
ATC-A02BB01,ATC-A
ATC-A12AA,ATC-A
ATC-A07EB01,ATC-A
ATC-R03DX10,ATC-R
ATC-C03EB01,ATC-C
ATC-N05AB02,ATC-N
ATC-C09DB04,ATC-C
ATC-A16AX08,ATC-A
ATC-D11AH08,ATC-D
ATC-C01DA08,ATC-C
ATC-C07AA03,ATC-C
ATC-L01BC59,ATC-L
ATC-C07FB03,ATC-C
ATC-N02BG04,ATC-N
ATC-J01MB04,ATC-J
ATC-C05CA04,ATC-C
ATC-A10BJ01,ATC-A
ATC-A04AA55,ATC-A
ATC-L01EA05,ATC-L
ATC-L01EA04,ATC-L
ATC-J01MB07,ATC-J
ATC-M09AX01,ATC-M
ATC-N06AA17,ATC-N
ATC-G03DA03,ATC-G
ATC-J01MA04,ATC-J
ATC-N07BB01,ATC-N
ATC-G02CB02,ATC-G
ATC-C02CA02,ATC-C
ATC-H01CB05,ATC-H
ATC-J05AP51,ATC-J
ATC-G03GA09,ATC-G
ATC-J04AB04,ATC-J
ATC-L01EB04,ATC-L
ATC-B03AC,ATC-B
ATC-A07AA11,ATC-A
ATC-A06AH05,ATC-A
ATC-H01CA02,ATC-H
ATC-A16AX,ATC-A
ATC-V03AB14,ATC-V
ATC-C09AA15,ATC-C
ATC-H01CA01,ATC-H
ATC-B06AC05,ATC-B
ATC-R03DA08,ATC-R
ATC-S01XA10,ATC-S
ATC-C09BB07,ATC-C
ATC-G03FA15,ATC-G
ATC-M01AX21,ATC-M
ATC-M05BA02,ATC-M
ATC-A05AX02,ATC-A
ATC-J01BA02,ATC-J
ATC-N06AX01,ATC-N
ATC-A10BH03,ATC-A
ATC-N07XX07,ATC-N
ATC-C01BC03,ATC-C
ATC-G03XB02,ATC-G
ATC-A16AX14,ATC-A
ATC-A12AA20,ATC-A
ATC-D06BX02,ATC-D
ATC-G01AC03,ATC-G
ATC-N07XX05,ATC-N
ATC-G03FA01,ATC-G
ATC-C05CA54,ATC-C
ATC-L01EX04,ATC-L
ATC-A06AB56,ATC-A
ATC-L04AX09,ATC-L
ATC-C01DA14,ATC-C
ATC-L01EX01,ATC-L
ATC-L01BC06,ATC-L
ATC-C09BA01,ATC-C
ATC-H01BB02,ATC-H
ATC-J05AP54,ATC-J
ATC-N06DA02,ATC-N
ATC-J05AF02,ATC-J
ATC-N05AC04,ATC-N
ATC-L01DC01,ATC-L
ATC-G02CX,ATC-G
ATC-C09BA09,ATC-C
ATC-N03AX21,ATC-N
ATC-C09AA07,ATC-C
ATC-N05CD03,ATC-N
ATC-J01XX04,ATC-J
ATC-A10BB07,ATC-A
ATC-G04CA52,ATC-G
ATC-L01EX10,ATC-L
ATC-C09XA02,ATC-C
ATC-L01EF03,ATC-L
ATC-C01EB15,ATC-C
ATC-B03BA03,ATC-B
ATC-N06DX02,ATC-N
ATC-G04CA03,ATC-G
ATC-L02AB02,ATC-L
ATC-C01BG07,ATC-C
ATC-A07EC03,ATC-A
ATC-B02BX09,ATC-B
ATC-L01BC07,ATC-L
ATC-H01AX01,ATC-H
ATC-L04AC12,ATC-L
ATC-C05AX,ATC-C
ATC-N05CF04,ATC-N
ATC-N07AA01,ATC-N
ATC-A04AD14,ATC-A
ATC-G03HB01,ATC-G
ATC-L01ED05,ATC-L
ATC-A10BK02,ATC-A
ATC-L02BB01,ATC-L
ATC-C07AA15,ATC-C
ATC-L03AA14,ATC-L
ATC-N02AA03,ATC-N
ATC-L02AB01,ATC-L
ATC-C01EB24,ATC-C
ATC-N06DX01,ATC-N
ATC-B03XA05,ATC-B
ATC-S01LA01,ATC-S
ATC-C05BB,ATC-C
ATC-C09AA09,ATC-C
ATC-S01LA09,ATC-S
ATC-A05BA03,ATC-A
ATC-C04AD03,ATC-C
ATC-L01EX08,ATC-L
ATC-N04BD02,ATC-N
ATC-C03EA,ATC-C
ATC-N02AA55,ATC-N
ATC-G01AF16,ATC-G
ATC-L03AB05,ATC-L
ATC-C01CA01,ATC-C
ATC-A02AG,ATC-A
ATC-D01AE18,ATC-D
ATC-R01AD04,ATC-R
ATC-N07AA,ATC-N
ATC-C03XA01,ATC-C
ATC-J02AX01,ATC-J
ATC-B06AC06,ATC-B
ATC-L01AA02,ATC-L
ATC-C07DA06,ATC-C
ATC-R05CB15,ATC-R
ATC-N06AA,ATC-N
ATC-C10AX13,ATC-C
ATC-J05AX07,ATC-J
ATC-J05AF09,ATC-J
ATC-C03CA03,ATC-C
ATC-V04CD01,ATC-V
ATC-H02CA02,ATC-H
ATC-C05BA04,ATC-C
ATC-M03BX07,ATC-M
ATC-N02AC,ATC-N
ATC-A07AA06,ATC-A
ATC-R01AA03,ATC-R
ATC-C10AX14,ATC-C
ATC-A16AB09,ATC-A
ATC-L01EX13,ATC-L
ATC-L01EX09,ATC-L
ATC-N05AG03,ATC-N
ATC-N04BC07,ATC-N
ATC-N04BX02,ATC-N
ATC-L01EF01,ATC-L
ATC-C07AA06,ATC-C
ATC-C07AA16,ATC-C
ATC-N04BA03,ATC-N
ATC-S01BA15,ATC-S
ATC-C10BX02,ATC-C
ATC-A16AB13,ATC-A
ATC-J01MA03,ATC-J
ATC-L01XK02,ATC-L
ATC-C03BX03,ATC-C
ATC-A03AB17,ATC-A
ATC-J07BJ01,ATC-J
ATC-L03AB04,ATC-L
ATC-L01XF03,ATC-L
ATC-L02BA03,ATC-L
ATC-C02LA01,ATC-C
ATC-G03FB09,ATC-G
ATC-L01EF02,ATC-L
ATC-J05AX09,ATC-J
ATC-J05AE01,ATC-J
ATC-J05AX29,ATC-J
ATC-J05AX31,ATC-J
ATC-J05AE07,ATC-J
ATC-C01BA13,ATC-C
ATC-M04AB01,ATC-M
ATC-R03AC08,ATC-R
ATC-A11HA04,ATC-A
ATC-N06AF05,ATC-N
ATC-L02AE01,ATC-L
ATC-L01EC03,ATC-L
ATC-L01EE03,ATC-L
ATC-C09AA06,ATC-C
ATC-G04BX,ATC-G
ATC-N06DA04,ATC-N
ATC-L03AB08,ATC-L
ATC-L01EH03,ATC-L
ATC-B01AC05,ATC-B
ATC-L01ED02,ATC-L
ATC-C04AX10,ATC-C
ATC-L01EH01,ATC-L
ATC-P01BB52,ATC-P
ATC-J01AA06,ATC-J
ATC-N05CD07,ATC-N
ATC-L01AA03,ATC-L
ATC-L01XX35,ATC-L
ATC-N07XX08,ATC-N
ATC-L01XK04,ATC-L
ATC-J05AP02,ATC-J
ATC-M05BB04,ATC-M
ATC-G03FB12,ATC-G
ATC-S01FA05,ATC-S
ATC-D06BB08,ATC-D
ATC-L01EJ02,ATC-L
ATC-L01EN02,ATC-L
ATC-L01EK01,ATC-L
ATC-L01CE01,ATC-L
ATC-C07BB02,ATC-C
ATC-C09XA52,ATC-C
ATC-L01XK03,ATC-L
ATC-N07XX,ATC-N
ATC-G03CA01,ATC-G
ATC-L01BB05,ATC-L
ATC-L01EM01,ATC-L
ATC-L02BX02,ATC-L
ATC-N04BD01,ATC-N
ATC-B03XA06,ATC-B
ATC-B05BC01,ATC-B
ATC-R06AB52,ATC-R
ATC-R01AB05,ATC-R
ATC-C05CA51,ATC-C
ATC-J05AF08,ATC-J
ATC-L01ED04,ATC-L
ATC-N03AX12,ATC-N
ATC-L01XJ01,ATC-L
ATC-L01XJ02,ATC-L
ATC-L02BB06,ATC-L
ATC-A15,ATC-A
ATC-L01EN04,ATC-L
ATC-L01BB04,ATC-L
ATC-L01EB03,ATC-L
ATC-L01EX22,ATC-L
ATC-L02BX03,ATC-L
ATC-C09CA02,ATC-C
ATC-M05BX03,ATC-M
ATC-J05AR04,ATC-J
ATC-C09BA07,ATC-C
ATC-L01EB01,ATC-L
ATC-V04CX06,ATC-V
ATC-J05AP56,ATC-J
ATC-M05BA05,ATC-M
ATC-C09AA08,ATC-C
ATC-N06DA03,ATC-N
ATC-N02AA59,ATC-N
ATC-L02BX04,ATC-L
ATC-D01AC09,ATC-D
ATC-S01LA06,ATC-S
ATC-L01XG03,ATC-L
ATC-J05AP03,ATC-J
ATC-L02BB05,ATC-L
ATC-N02AC54,ATC-N
ATC-C09AA13,ATC-C
ATC-N04A,ATC-N
ATC-G01AF15,ATC-G
ATC-A12CD01,ATC-A
ATC-L01EL03,ATC-L
ATC-C04AX28,ATC-C
ATC-S01LA03,ATC-S
ATC-C04AX17,ATC-C
ATC-L01EX19,ATC-L
ATC-L04AX05,ATC-L
ATC-L02BA02,ATC-L
ATC-C10AX18,ATC-C
ATC-L01XX11,ATC-L
ATC-M01AX17,ATC-M
ATC-C05BX01,ATC-C
ATC-C03XA,ATC-C
ATC-L01EX18,ATC-L
ATC-L01XC06,ATC-L
ATC-J06BA02,ATC-J
ATC-L01XC02,ATC-L
ATC-J02AC05,ATC-J
ATC-L01XC03,ATC-L
ATC-L04AA23,ATC-L
ATC-L01XC13,ATC-L
ATC-L01XC14,ATC-L
ATC-L04AA33,ATC-L
ATC-L01XC07,ATC-L
ATC-L01XC17,ATC-L
ATC-L01DB01,ATC-L
ATC-B02BD01,ATC-B
ATC-L01CX01,ATC-L
ATC-C09AA16,ATC-C
ATC-L01BA04,ATC-L
ATC-C05BB04,ATC-C
ATC-B02BB01,ATC-B
ATC-J02AX04,ATC-J
ATC-L03AX16,ATC-L
ATC-L01AA09,ATC-L
ATC-L01XC08,ATC-L
ATC-L01XC11,ATC-L
ATC-L01AX02,ATC-L
ATC-L01XX32,ATC-L
ATC-L01AB01,ATC-L
ATC-J06BA01,ATC-J
ATC-L01XC12,ATC-L
ATC-L01XX41,ATC-L
ATC-L01XC15,ATC-L
ATC-M05BC01,ATC-M
ATC-L01XX44,ATC-L
ATC-L04AA25,ATC-L
ATC-B01AB02,ATC-B
ATC-L01XC24,ATC-L
ATC-B02BD06,ATC-B
ATC-B02BD09,ATC-B
ATC-N04BA07,ATC-N
ATC-B02BD08,ATC-B
ATC-L01CD04,ATC-L
ATC-A07AA12,ATC-A
ATC-G03FB,ATC-G
ATC-L02BB02,ATC-L
ATC-J02AX05,ATC-J
ATC-A16AX03,ATC-A
ATC-L01EL02,ATC-L
ATC-B02BD02,ATC-B
ATC-N05BC01,ATC-N
ATC-M05BA06,ATC-M
ATC-L02AA01,ATC-L
ATC-V03AF02,ATC-V
ATC-B06AC02,ATC-B
ATC-J06BB04,ATC-J
ATC-L04AA28,ATC-L
ATC-B02BD04,ATC-B
ATC-J05AE09,ATC-J
ATC-L01XE09,ATC-L
ATC-A16AB07,ATC-A
ATC-L01XX08,ATC-L
ATC-C07CA03,ATC-C
ATC-L01XC18,ATC-L
ATC-J05AF04,ATC-J
ATC-B01AC07,ATC-B
ATC-L01BA03,ATC-L
ATC-L01DB06,ATC-L
ATC-B01AC21,ATC-B
ATC-L01XC10,ATC-L
ATC-L01AD01,ATC-L
ATC-L01AD05,ATC-L
ATC-L01XC19,ATC-L
ATC-J01CA13,ATC-J
ATC-L01XX27,ATC-L
ATC-L01BB07,ATC-L
ATC-B01AC09,ATC-B
ATC-A14AA09,ATC-A
ATC-R01AD57,ATC-R
ATC-N07XX18,ATC-N
ATC-B01AC11,ATC-B
ATC-L04AC11,ATC-L
ATC-H01AB01,ATC-H
ATC-L01CA02,ATC-L
ATC-V04CD04,ATC-V
ATC-B06AB01,ATC-B
ATC-L01BB06,ATC-L
ATC-B02AB02,ATC-B
ATC-L01XX,ATC-L
ATC-B05BA01,ATC-B
ATC-V03AF08,ATC-V
ATC-R01AC05,ATC-R
ATC-B02BD03,ATC-B
ATC-N04BX01,ATC-N
ATC-N07XX12,ATC-N
ATC-A10BD02,ATC-A
ATC-J05AE02,ATC-J
ATC-A09AA01,ATC-A
ATC-A16AB08,ATC-A
ATC-A16AB04,ATC-A
ATC-L04AA26,ATC-L
ICD-Z380,ICD-Z00-Z99
ICD-P032,ICD-P00-P96
ICD-P122,ICD-P00-P96
ICD-Z135,ICD-Z00-Z99
ICD-K219,ICD-K00-K95
ICD-S060,ICD-S00-T98
ICD-J210,ICD-J00-J99
ICD-J960,ICD-J00-J99
ICD-R633,ICD-R00-R99
ICD-P000,ICD-P00-P96
ICD-P011,ICD-P00-P96
ICD-P034,ICD-P00-P96
ICD-P050,ICD-P00-P96
ICD-P201,ICD-P00-P96
ICD-P002,ICD-P00-P96
ICD-A099,ICD-A00-B99
ICD-E86,ICD-E00-E89
ICD-P548,ICD-P00-P96
ICD-R560,ICD-R00-R99
ICD-R104,ICD-R00-R99
ICD-J459,ICD-J00-J99
ICD-Z762,ICD-Z00-Z99
ICD-P025,ICD-P00-P96
ICD-Z138,ICD-Z00-Z99
ICD-P700,ICD-P00-P96
ICD-J352,ICD-J00-J99
ICD-H652,ICD-H60-H95
ICD-P040,ICD-P00-P96
ICD-K409,ICD-K00-K95
ICD-J353,ICD-J00-J99
ICD-N433,ICD-N00-N99
ICD-Q270,ICD-Q00-Q99
ICD-P211,ICD-P00-P96
ICD-Z743,ICD-Z00-Z99
ICD-G403,ICD-G00-G99
ICD-P008,ICD-P00-P96
ICD-P599,ICD-P00-P96
ICD-P291,ICD-P00-P96
ICD-K522,ICD-K00-K95
ICD-D648,ICD-D50-D89
ICD-E738,ICD-E00-E89
ICD-K904,ICD-K00-K95
ICD-T784,ICD-S00-T98
ICD-J040,ICD-J00-J99
ICD-P369,ICD-P00-P96
ICD-P711,ICD-P00-P96
ICD-P104,ICD-P00-P96
ICD-P015,ICD-P00-P96
ICD-P031,ICD-P00-P96
ICD-P033,ICD-P00-P96
ICD-P704,ICD-P00-P96
ICD-J458,ICD-J00-J99
ICD-J209,ICD-J00-J99
ICD-J348,ICD-J00-J99
ICD-P038,ICD-P00-P96
ICD-P073,ICD-P00-P96
ICD-P030,ICD-P00-P96
ICD-B370,ICD-A00-B99
ICD-P922,ICD-P00-P96
ICD-P928,ICD-P00-P96
ICD-R681,ICD-R00-R99
ICD-Z713,ICD-Z00-Z99
ICD-J219,ICD-J00-J99
ICD-P210,ICD-P00-P96
ICD-P282,ICD-P00-P96
ICD-B962,ICD-A00-B99
ICD-P228,ICD-P00-P96
ICD-P393,ICD-P00-P96
ICD-P90,ICD-P00-P96
ICD-N47,ICD-N00-N99
ICD-F918,ICD-F01-F99
ICD-F900,ICD-F01-F99
ICD-Z290,ICD-Z00-Z99
ICD-Z742,ICD-Z00-Z99
ICD-U071,ICD-U00-U91
ICD-Z098,ICD-Z00-Z99
ICD-P082,ICD-P00-P96
ICD-H653,ICD-H60-H95
ICD-E109,ICD-E00-E89
ICD-R35,ICD-R00-R99
ICD-R631,ICD-R00-R99
ICD-R739,ICD-R00-R99
ICD-E108,ICD-E00-E89
ICD-Z451,ICD-Z00-Z99
ICD-Z291,ICD-Z00-Z99
ICD-P598,ICD-P00-P96
ICD-T266,ICD-S00-T98
ICD-P128,ICD-P00-P96
ICD-Q621,ICD-Q00-Q99
ICD-Z827,ICD-Z00-Z99
ICD-A090,ICD-A00-B99
ICD-R630,ICD-R00-R99
ICD-Z458,ICD-Z00-Z99
ICD-Q182,ICD-Q00-Q99
ICD-Q180,ICD-Q00-Q99
ICD-Q188,ICD-Q00-Q99
ICD-Q892,ICD-Q00-Q99
ICD-N130,ICD-N00-N99
ICD-J00,ICD-J00-J99
ICD-J218,ICD-J00-J99
ICD-P081,ICD-P00-P96
ICD-P391,ICD-P00-P96
ICD-P012,ICD-P00-P96
ICD-P925,ICD-P00-P96
ICD-P026,ICD-P00-P96
ICD-P200,ICD-P00-P96
ICD-K590,ICD-K00-K95
ICD-L22,ICD-L00-L99
ICD-P071,ICD-P00-P96
ICD-P284,ICD-P00-P96
ICD-P375,ICD-P00-P96
ICD-P590,ICD-P00-P96
ICD-P612,ICD-P00-P96
ICD-P921,ICD-P00-P96
ICD-Q208,ICD-Q00-Q99
ICD-R001,ICD-R00-R99
ICD-R011,ICD-R00-R99
ICD-Z278,ICD-Z00-Z99
ICD-Z273,ICD-Z00-Z99
ICD-P788,ICD-P00-P96
ICD-P209,ICD-P00-P96
ICD-G521,ICD-G00-G99
ICD-J159,ICD-J00-J99
ICD-J690,ICD-J00-J99
ICD-P364,ICD-P00-P96
ICD-K210,ICD-K00-K95
ICD-J038,ICD-J00-J99
ICD-R650,ICD-R00-R99
ICD-Q105,ICD-Q00-Q99
ICD-P558,ICD-P00-P96
ICD-P742,ICD-P00-P96
ICD-P77,ICD-P00-P96
ICD-P920,ICD-P00-P96
ICD-Q100,ICD-Q00-Q99
ICD-Z271,ICD-Z00-Z99
ICD-D180,ICD-C00-D49
ICD-J351,ICD-J00-J99
ICD-S618,ICD-S00-T98
ICD-H500,ICD-H00-H59
ICD-Z001,ICD-Z00-Z99
ICD-M710,ICD-M00-M99
ICD-J350,ICD-J00-J99
ICD-E669,ICD-E00-E89
ICD-Z383,ICD-Z00-Z99
ICD-Q379,ICD-Q00-Q99
ICD-Q375,ICD-Q00-Q99
ICD-Z461,ICD-Z00-Z99
ICD-H660,ICD-H60-H95
ICD-J988,ICD-J00-J99
ICD-E870,ICD-E00-E89
ICD-E875,ICD-E00-E89
ICD-R392,ICD-R00-R99
ICD-K429,ICD-K00-K95
ICD-P593,ICD-P00-P96
ICD-P288,ICD-P00-P96
ICD-P948,ICD-P00-P96
ICD-Z048,ICD-Z00-Z99
ICD-R634,ICD-R00-R99
ICD-Q541,ICD-Q00-Q99
ICD-K439,ICD-K00-K95
ICD-Q544,ICD-Q00-Q99
ICD-Q249,ICD-Q00-Q99
ICD-Q909,ICD-Q00-Q99
ICD-Q212,ICD-Q00-Q99
ICD-Z998,ICD-Z00-Z99
ICD-A410,ICD-A00-B99
ICD-E031,ICD-E00-E89
ICD-I300,ICD-I00-I99
ICD-I313,ICD-I00-I99
ICD-I500,ICD-I00-I99
ICD-J951,ICD-J00-J99
ICD-Q902,ICD-Q00-Q99
ICD-Z488,ICD-Z00-Z99
ICD-F808,ICD-F01-F99
ICD-I422,ICD-I00-I99
ICD-J90,ICD-J00-J99
ICD-P942,ICD-P00-P96
ICD-Q211,ICD-Q00-Q99
ICD-R160,ICD-R00-R99
ICD-Z452,ICD-Z00-Z99
ICD-G473,ICD-G00-G99
ICD-Z991,ICD-Z00-Z99
ICD-I517,ICD-I00-I99
ICD-J108,ICD-J00-J99
ICD-P783,ICD-P00-P96
ICD-R05,ICD-R00-R99
ICD-R509,ICD-R00-R99
ICD-Q901,ICD-Q00-Q99
ICD-Z718,ICD-Z00-Z99
ICD-N10,ICD-N00-N99
ICD-Z431,ICD-Z00-Z99
ICD-I270,ICD-I00-I99
ICD-K029,ICD-K00-K95
ICD-Z208,ICD-Z00-Z99
ICD-A080,ICD-A00-B99
ICD-E162,ICD-E00-E89
ICD-Q556,ICD-Q00-Q99
ICD-N360,ICD-N00-N99
ICD-T818,ICD-S00-T98
ICD-Y838,ICD-V00-Y99
ICD-Z877,ICD-Z00-Z99
ICD-Q359,ICD-Q00-Q99
ICD-Q355,ICD-Q00-Q99
ICD-J952,ICD-J00-J99
